CPT Code,State,5th %ile,10th %ile,25th %ile,50th %ile,75th %ile,90th %ile,95th %ile
97154,IN,$10.04,$10.42,$10.59,$11.50,$12.09,$15.37,$16.04
97154,KS,$10.16,$10.16,$11.41,$11.50,$12.07,$14.89,$15.22
97154,KY,$10.09,$10.33,$10.46,$11.50,$12.79,$16.51,$17.90
97154,LA,$10.87,$11.05,$11.05,$11.46,$12.17,$14.55,$15.58
97154,MA,$11.40,$11.89,$12.87,$13.46,$14.67,$17.22,$17.51
97154,MD,$11.09,$11.09,$11.09,$11.50,$14.37,$16.89,$19.81
97154,ME,$9.63,$9.63,$9.63,$10.25,$10.25,$12.25,$12.25
97154,MI,$10.86,$11.09,$11.34,$11.50,$12.43,$15.64,$16.75
97154,MN,$10.48,$11.63,$12.37,$13.02,$13.58,$13.66,$13.66
97154,MO,$10.47,$10.59,$11.41,$11.50,$12.56,$15.22,$15.75
97154,MS,$10.24,$10.24,$10.24,$10.65,$10.65,$11.09,$11.75
97154,MT,$8.09,$8.09,$8.09,$9.10,$10.25,$10.25,$10.25
97154,NC,$9.75,$10.75,$11.93,$12.24,$14.20,$16.25,$17.85
97154,ND,$9.26,$9.26,$10.50,$11.60,$12.65,$13.92,$13.92
97154,NE,$7.53,$7.53,$10.25,$11.32,$11.50,$13.37,$13.37
97154,NH,$11.25,$11.40,$12.04,$12.87,$13.95,$14.55,$16.11
97154,NJ,$10.86,$10.86,$11.09,$11.50,$13.05,$14.97,$16.54
97154,NM,$11.09,$11.36,$11.68,$12.00,$13.09,$13.64,$15.53
97154,NV,$11.59,$11.66,$11.98,$12.07,$12.53,$13.53,$15.20
97154,NY,$12.27,$12.86,$13.88,$15.34,$16.91,$17.77,$19.17
97154,OH,$7.33,$7.33,$7.33,$7.74,$13.01,$14.55,$15.65
97154,OK,$11.26,$11.26,$11.26,$11.77,$12.16,$12.68,$13.35
97154,OR,$10.32,$10.32,$11.17,$11.26,$11.63,$14.23,$14.75
97154,PA,$11.13,$11.27,$12.33,$12.59,$13.52,$15.64,$16.61
97154,RI,$10.26,$10.73,$11.38,$11.72,$13.58,$15.05,$17.00
97154,SC,$9.99,$9.99,$11.09,$11.50,$12.24,$14.55,$15.22
97154,SD,$6.09,$6.09,$6.50,$10.69,$11.41,$11.51,$12.24
97154,TN,$10.31,$10.31,$10.31,$12.17,$13.05,$15.22,$15.75
97154,TX,$11.09,$11.09,$11.68,$12.33,$14.51,$16.54,$18.02
97154,UT,$10.41,$10.59,$10.71,$11.83,$12.39,$13.77,$14.12
97154,VA,$11.09,$11.09,$11.09,$11.50,$12.02,$14.89,$16.12
97154,VT,$12.70,$12.70,$12.90,$13.50,$13.50,$15.50,$17.00
97154,WA,$11.09,$11.09,$11.41,$11.57,$11.94,$15.22,$16.95
97154,WI,$9.63,$9.63,$10.12,$10.25,$12.80,$14.05,$14.05
97154,WV,$11.41,$11.41,$11.41,$11.41,$11.41,$11.41,$11.41
97155,AK,$17.71,$17.71,$17.71,$17.71,$19.96,$20.72,$20.72
97155,AL,$16.83,$16.83,$16.83,$17.95,$20.43,$22.67,$24.09
97155,AR,$16.64,$16.64,$16.64,$16.64,$18.40,$21.31,$21.64
97155,AZ,$17.47,$18.40,$19.64,$21.24,$23.12,$24.55,$24.96
97155,CA,$18.14,$18.97,$20.01,$20.58,$23.93,$26.52,$27.36
97155,CO,$18.42,$18.47,$19.81,$21.46,$22.58,$24.26,$26.03
97155,CT,$18.14,$18.14,$18.14,$20.13,$21.79,$24.64,$26.69
97155,DC,$19.00,$19.00,$19.00,$19.00,$20.98,$20.98,$20.98
97155,DE,$17.97,$17.97,$18.14,$18.14,$19.47,$19.47,$19.47
97155,FL,$17.80,$18.14,$18.33,$18.33,$19.05,$21.43,$23.13
97155,GA,$17.80,$17.80,$17.80,$18.14,$22.40,$26.35,$30.29
97155,HI,$18.14,$18.14,$18.14,$18.62,$18.62,$19.95,$20.53
97155,IA,$16.77,$16.77,$18.14,$18.71,$21.57,$31.48,$31.48
97155,ID,$17.01,$17.01,$17.63,$18.95,$19.37,$20.71,$21.91
97155,IL,$18.10,$18.14,$18.14,$18.71,$19.93,$22.93,$23.74
97155,IN,$17.06,$17.14,$17.47,$18.14,$19.57,$23.51,$23.93
97155,KS,$16.85,$16.97,$18.14,$18.71,$20.21,$22.50,$23.93
97155,KY,$17.71,$17.71,$17.71,$17.71,$17.71,$22.72,$25.44
97155,LA,$17.81,$18.05,$18.05,$18.05,$19.01,$20.10,$20.76
97155,MA,$18.33,$19.19,$19.52,$21.26,$23.33,$25.77,$27.35
97155,MD,$18.14,$18.14,$18.14,$18.14,$22.05,$26.02,$27.81
97155,ME,$17.71,$17.71,$17.71,$17.71,$17.71,$19.71,$19.71
97155,MI,$17.97,$18.14,$18.14,$18.59,$21.57,$23.78,$25.10
97155,MN,$17.71,$17.71,$17.71,$19.30,$19.56,$19.56,$19.56
97155,MO,$17.26,$17.81,$18.14,$18.71,$19.79,$21.23,$22.30
97155,MS,$16.96,$16.96,$16.96,$16.96,$17.53,$17.62,$18.84
97155,MT,$17.71,$17.71,$17.71,$19.46,$20.86,$20.86,$20.86
97155,NC,$18.20,$18.20,$18.80,$19.37,$22.28,$25.01,$26.97
97155,ND,$16.42,$16.42,$16.42,$19.78,$21.78,$21.78,$21.78
97155,NE,$17.71,$17.71,$17.71,$19.39,$32.24,$32.24,$32.24
97155,NH,$18.33,$18.47,$18.96,$20.58,$21.71,$24.10,$25.77
97155,NJ,$17.80,$17.80,$18.14,$18.14,$20.05,$22.72,$25.88
97155,NM,$18.14,$18.30,$18.30,$19.20,$20.90,$21.26,$23.33
97155,NV,$18.14,$18.62,$18.62,$19.20,$19.47,$20.05,$22.26
97155,NY,$19.69,$19.93,$22.01,$24.97,$27.64,$27.64,$28.88
97155,OH,$17.17,$17.49,$18.30,$18.30,$20.21,$22.76,$25.30
97155,OK,$18.30,$18.30,$18.30,$18.33,$19.45,$19.76,$20.42
97155,OR,$17.06,$17.06,$17.77,$18.35,$18.35,$22.48,$22.72
97155,PA,$18.16,$18.35,$19.13,$20.01,$21.46,$24.08,$24.99
97155,RI,$16.83,$18.06,$18.06,$18.71,$21.26,$21.78,$28.04
97155,SC,$16.98,$16.98,$18.14,$18.14,$19.92,$21.43,$22.09
97155,SD,$17.71,$17.71,$17.71,$22.39,$22.58,$25.38,$25.38
97155,TN,$17.05,$17.05,$17.05,$18.88,$20.21,$23.40,$24.55
